Key,Type,Desc,English,Chinese,ChineseTraditional,German,Portuguese,Russian,Italian,Spanish,Polish,Japanese,Korean,Vietnamese,French
Area 2a Black - The Pits,Text,,Area 2a Black - Deep pit,区域2a黑色 - 深坑,區域2a黑色 - 深坑,,,,,,,エリア2a黒 - 大穴,,,
Area 3 - The Foundry New,Text,,Area 3 - New Foundry,区域3 - 新铸造厂,區域3 - 新鑄造廠,,,,,,,エリア3 - 新しい鋳造所,,,
Area 4 - Cavern of Time,Text,,Area 4 - Time Cave,区域4 - 时间洞穴,區域4 - 時間洞穴,,,,,,,エリア4 - 時間の洞窟,,,
Area01CardDescription,Text,,"A pit infested with rats, inhabited by goblins, kobolds, lizardmen, and some unpleasant rodent-like creatures.",一个老鼠出没的凹坑，里面生活着哥布林，狗头人和蜥蜴人及一些令人不快的类啮齿生物,一個老鼠出沒的凹坑，裡面生活著哥布林，狗頭人和蜥蜴人及一些令人不快的類齧齒生物,,,,,,,ゴブリン、コボルト、トカゲ人間、そして汚らわしい齧歯類が生息するネズミ穴,,,
Area01CardName,Text,,Knight's Fortress,骑士堡垒,騎士堡壘,,,,,,,騎士の砦,,,
Area02CardDescription,Text,,White area intro,白色区域说明在此,白色區域說明在此,,,,,,,白エリアのイントロはこちら,,,
Area02CardName,Text,,Death Desert,死亡荒漠,死亡荒漠,,,,,,,死亡砂漠,,,
Area03CardDescription,Text,,Black area intro,黑色区域描述在此,黑色區域描述在此,,,,,,,黒エリアの説明はこちら,,,
Area03CardName,Text,,Lava flow,熔岩流域,熔岩流域,,,,,,,溶岩エリア,,,
Area04CardDescription,Text,,Blue area intro,蓝色区域说明在此,藍色區域說明在此,,,,,,,青エリアのイントロはこちら,,,
Area04CardName,Text,,Glacier Snowfield,冰晶雪原,冰晶雪原,,,,,,,氷河雪原,,,
Area05CardDescription,Text,,Red area intro,红色区域说明在此,紅色區域說明在此,,,,,,,赤エリアのイントロはこちら,,,
Area05CardName,Text,,Forge,死亡荒漠,死亡荒漠,,,,,,,死亡砂漠,,,
Area06CardDescription,Text,,Red area intro,红色区域说明在此,紅色區域說明在此,,,,,,,赤エリアのイントロはこちら,,,
Area06CardName,Text,,Lava Flow,熔岩流域,熔岩流域,,,,,,,溶岩エリア,,,
Areas,Text,,,,,,,,,,,,,,
Areas Explored:,Text,,Explored areas:,探索的区域数：,探索的區域數：,,,,,,,探索したエリア数：,,,
ArmourFiendCardDescription,Text,,"Range2
Each time takes damage, gain Block 1","射程2
每次受到伤害时，获得格挡1","射程2
每次受到傷害時，獲得格擋1",,,,,,,"射程2
ダメージを受ける度に、ブロック1を獲得する",,,
ArmourFiendCardName,Text,,Snail Dragon,蜗龙,蝸龍,,,,,,,スネイル・ドラゴン,,,
ArmourFiendMageCardDescription,Text,,"Range2
Each time takes damage, gain Block 1","射程2
每次受到伤害时，获得格挡1","射程2
每次受到傷害時，獲得格擋1",,,,,,,"射程2
ダメージを受ける度に、ブロック1を獲得する",,,
ArmourFiendMageCardName,Text,,Snail Dragon,蜗龙,蝸龍,,,,,,,スネイル・ドラゴン,,,
ArmourUp2CardDescription,Text,,Obtain Block 1,获得格挡1,獲得格擋1,,,,,,,ブロック1を獲得する,,,
ArmourUp2CardName,Text,,Defense,防御,防禦,,,,,,,防御,,,
ArmourUpCardDescription,Text,,Obtain Block 3,获得格挡3,獲得格擋3,,,,,,,ブロック3を獲得する,,,
ArmourUpCardName,Text,,Armor Increased,护甲提升,護甲提升,,,,,,,鎧上昇,,,
Artifact,Text,,Artifact,圣物,聖物,,,,,,,聖物,,,
ArtifactEquip01CardDescription,Text,,ATK for this turn +2 ,本回合攻击力+2,本回合攻擊力+2,,,,,,,このターン攻撃力+2,,,
ArtifactEquip01CardName,Text,,Ring of Slicer,切割者之环,切割者之環,,,,,,,切断者のリング,,,
ArtifactEquip02CardDescription,Text,,"When your unit takes DMG, ATK +1 for this turn",你的单位受到伤害时，本回合+1攻击,你的單位受到傷害時，本回合+1攻擊,,,,,,,あなたのユニットがダメージを受けると、このターン、攻撃力+1,,,
ArtifactEquip02CardName,Text,,Barbarian Belt,野蛮人腰带,野蠻人腰帶,,,,,,,野蛮人のベルト,,,
ArtifactEquip03CardDescription,Text,,Draw the next card from the pile that costs mana.,抽取牌堆中下一张需要消耗法力的卡牌,抽取牌堆中下一張需要消耗法力的卡牌,,,,,,,山札の中の次のマナを消費するカードを引く,,,
ArtifactEquip03CardName,Text,,Mage's Ring,法师之戒,法師之戒,,,,,,,メイジの指輪,,,
ArtifactEquip04CardDescription,Text,,Obtain Block 1,获得格挡1,獲得格擋1,,,,,,,ブロック1を獲得する,,,
ArtifactEquip04CardName,Text,,Warrior's Shield,战士之盾,戰士之盾,,,,,,,戦士のシールド,,,
ArtifactEquip05CardDescription,Text,,"When your unit gains Thrust, it also gains ATK +2.",你的单位获得突进时，也会获得+2攻击力,你的單位獲得突進時，也會獲得+2攻擊力,,,,,,,あなたのユニットが突進を獲得すると、同時に攻撃力+2を獲得する,,,
ArtifactEquip05CardName,Text,,Windrunner's Wings,逐风羽翼,逐風羽翼,,,,,,,風追いの翼,,,
ArtifactEquip06CardDescription,Text,,"Check your draw pile and discard pile, then choose a card from each to add to your hand.",查看你的抽牌堆与弃牌堆，然后从中各选择一张卡牌放入手牌,查看你的抽牌堆與棄牌堆，然後從中各選擇一張卡牌放入手牌,,,,,,,山札と捨て札を確認し、それぞれからカードを1枚選んで手札に入れる,,,
ArtifactEquip06CardName,Text,,The Book of Seekers,搜寻者之书,搜尋者之書,,,,,,,探索者の書,,,
ArtifactEquip07CardDescription,Text,,Mana +1 ,法力值+1,法力值+1,,,,,,,マナ+1,,,
ArtifactEquip07CardName,Text,,Mask of Greed,贪婪面具,貪婪面具,,,,,,,強欲の仮面,,,
ArtifactEquip08CardDescription,Text,,Place a {{ArtifactEquip08Minion}} on an unoccupied tile.,放置一个{{ArtifactEquip08Minion}}在空格上,放置一個{{ArtifactEquip08Minion}}在空格上,,,,,,,空きマスに{{ArtifactEquip08Minion}}を一体置く,,,
ArtifactEquip08CardName,Text,,Static Tower,静态塔,靜態塔,,,,,,,静態の塔,,,
ArtifactEquip08MinionCardDescription,Text,,"Whenever an enemy follower is summoned, deal 3 damage to the enemy hero, after which Static Tower will take 1 damage. Cannot move or act.",每当一个敌方随从被召唤时，对敌方英雄造成3点伤害然后静态塔承担1点伤害。无法移动或行动,每當一個敵方隨從被召喚時，對敵方英雄造成3點傷害然後靜態塔承擔1點傷害。無法移動或行動,,,,,,,敵の従者が召喚されるたびに、敵のヒーローに3ダメージを与え、その後静態の塔が1ダメージを受ける。移動、行動不可,,,
ArtifactEquip08MinionCardName,Text,,Static Tower,静态塔,靜態塔,,,,,,,静態の塔,,,
ArtifactEquip09CardDescription,Text,,"Obtain Block 2. 

You will gain Counterattack when having Block","获得格挡2。

当你具有格挡时，获得反击
","獲得格擋2。

當你具有格擋時，獲得反擊
",,,,,,,"ブロック2を獲得するブロックを持っている場合、反撃を獲得する
",,,
ArtifactEquip09CardName,Text,,Spiked Iron Pendant,尖刺铁吊坠,尖刺鐵吊墜,,,,,,,トゲの鉄ペンダント,,,
ArtifactEquip09EffectCardDescription,Text,,You will gain Counterattack when having Block,当你具有格挡时，获得反击,當你具有格擋時，獲得反擊,,,,,,,ブロックを持っている場合、反撃を獲得する,,,
ArtifactEquip09EffectCardName,Text,,Spiked Iron Pendant,尖刺铁吊坠,尖刺鐵吊墜,,,,,,,トゲの鉄ペンダント,,,
ArtifactEquip10CardDescription,Text,,Your follower gains HP +1,你的随从获得+1生命,你的隨從獲得+1生命,,,,,,,あなたの従者のHP+1,,,
ArtifactEquip10CardName,Text,,Ancient Staff,远古权杖,遠古權杖,,,,,,,太古のスタッフ,,,
ArtifactEquip11CardDescription,Text,,"Each time you summon a follower, deal 1 damage to the enemy hero",你每次召唤随从，对敌方英雄造成1点伤害,你每次召喚隨從，對敵方英雄造成1點傷害,,,,,,,従者を召喚するたびに、敵ヒーローに1ダメージを与える,,,
ArtifactEquip11CardName,Text,,Soul Scissors,灵魂剪刀,靈魂剪刀,,,,,,,魂の鋏,,,
ArtifactEquip12CardDescription,Text,,"When your unit gains Block, each Block inflicts 1 damage to all adjacent units.",你的单位获得格挡时，每点格挡对所有相邻单位造成1点伤害,你的單位獲得格擋時，每點格擋對所有相鄰單位造成1點傷害,,,,,,,あなたのユニットがブロックを獲得すると、1ブロックにつき隣接する全てのユニットに1ダメージを与える,,,
ArtifactEquip12CardName,Text,,Exile Shield,流亡者盾牌,流亡者盾牌,,,,,,,逃亡者のシールド,,,
ArtifactEquip13CardDescription,Text,,Grant a follower HP +2,使一个随从获得+2生命值,使一個隨從獲得+2生命值,,,,,,,従者1体のHP +2,,,
ArtifactEquip13CardName,Text,,Wanderer's Heart,蹒跚者之心,蹣跚者之心,,,,,,,よろめく者の心臓,,,
ArtifactEquip14CardDescription,Text,,"When your HP reaches 0, restore 10 HP and remove the card from this game permanently",当你的生命值归0时，恢复10点生命值然后从游戏中永久删除此卡,當你的生命值歸0時，恢復10點生命值然後從遊戲中永久刪除此卡,,,,,,,あなたのHPが0になると、HPを10回復し、このカードをゲームから永久に削除する,,,
ArtifactEquip14CardName,Text,,Resurrection Cross,重生十字章,重生十字章,,,,,,,復活の十字架,,,
ArtifactEquip15CardDescription,Text,,"When your unit performs a ranged attack, grant a random allied follower the {{MageEffect36}} effect.",你的单位进行远程攻击时，令一个随机友方随从获得{{MageEffect36}}效果,你的單位進行遠端攻擊時，令一個隨機友方隨從獲得{{MageEffect36}}效果,,,,,,,あなたのユニットが遠距離攻撃を行うと、ランダムな味方従者が{{MageEffect36}}効果を獲得する,,,
ArtifactEquip15CardName,Text,,Sniper Scope,狙击镜,狙擊鏡,,,,,,,スナイパースコープ,,,
ArtifactEquip16CardDescription,Text,,"Select an allied follower, allowing it to attack again this turn.",选择一个友方随处，使其本回合可以再攻击一次,選擇一個友方隨處，使其本回合可以再攻擊一次,,,,,,,味方従者を一体選択し、このターンにもう一度攻撃させる,,,
ArtifactEquip16CardName,Text,,Commander's pennant,指挥官的三角旗,指揮官的三角旗,,,,,,,指揮官のペナント,,,
ArtifactEquip17CardDescription,Text,,Deal 1 damage to enemy units when they move.,敌方单位移动时，对其造成1点伤害,敵方單位移動時，對其造成1點傷害,,,,,,,敵ユニットが移動すると、そのユニットに1ダメージを与える,,,
ArtifactEquip17CardName,Text,,Entangling Ring,纠缠戒指,糾纏戒指,,,,,,,エンタングルリング,,,
ArtifactEquip18CardDescription,Text,,"Passive: When not on cooldown, reduce the next damage you receive by 4.",被动：当其不在冷却状态时，使你下一次收到的伤害降低4点,被動：當其不在冷卻狀態時，使你下一次收到的傷害降低4點,,,,,,,パッシブ：クールダウン状態でない場合、次に受けるダメージを4減少させる,,,
ArtifactEquip18CardName,Text,,Carapace Bracelet,甲壳护腕,甲殼護腕,,,,,,,外殻ブレスレット,,,
ArtifactEquip19CardDescription,Text,,"Passive: When not on cooldown, reduce the next damage you receive by 5.",被动：当其不在冷却状态时，使你下一次收到的伤害降低5点,被動：當其不在冷卻狀態時，使你下一次收到的傷害降低5點,,,,,,,パッシブ：クールダウン状態でない場合、次に受けるダメージを5減少させる,,,
ArtifactEquip19CardName,Text,,Carapace Armor,甲壳护甲,甲殼護甲,,,,,,,外殻鎧,,,
ArtifactEquip20CardDescription,Text,,Gain Combo 1 this turn when equipping a weapon.,每次穿戴武器时，本回合获得连击1,每次穿戴武器時，本回合獲得連擊1,,,,,,,武器を装着時、このターン連撃1を獲得する,,,
ArtifactEquip20CardName,Text,,Weapon Master Gloves,武器大师手套,武器大師手套,,,,,,,武器マスターのグローブ,,,
ArtifactEquip21CardDescription,Text,,Transport your hero to an unoccupied tile,将你的英雄传送到一个空格上,將你的英雄傳送到一個空格上,,,,,,,あなたのヒーローを空きマスにテレポートする,,,
ArtifactEquip21CardName,Text,,Sulfur Cloak,硫磺披风,硫磺披風,,,,,,,硫黄のマント,,,
ArtifactEquip22CardDescription,Text,,Make an adjacent unit stack Vulnerable 2,使一个相邻的单位叠加易伤2,使一個相鄰的單位疊加易傷2,,,,,,,隣接するユニット一体に衰弱2を重ね掛ける,,,
ArtifactEquip22CardName,Text,,Claw Gloves,爪套,爪套,,,,,,,クローグローブ,,,
ArtifactEquip23CardDescription,Text,,Increase ATK by X until the next attack is launched,攻击力提高X，直至进行一次攻击,攻擊力提高X，直至進行一次攻擊,,,,,,,攻撃するまで、攻撃力をX増加させる,,,
ArtifactEquip23CardName,Text,,Ready to Strike,蓄势待发,蓄勢待發,,,,,,,準備万端,,,
ArtifactEquip23EffectCardDescription,Text,,Increase ATK by X until the next attack is launched,攻击力提高X，直至进行一次攻击,攻擊力提高X，直至進行一次攻擊,,,,,,,攻撃するまで、攻撃力をX増加させる,,,
ArtifactEquip23EffectCardName,Text,,Ready to Strike,蓄势待发,蓄勢待發,,,,,,,準備万端,,,
ArtifactEquip24CardDescription,Text,,Transport within 2 grid range,在2格范围内进行传送,在2格範圍內進行傳送,,,,,,,2マス以内のテレポートを行う,,,
ArtifactEquip24CardName,Text,,Blinking Ring,闪烁之环,閃爍之環,,,,,,,点滅のリング,,,
ArtifactEquip25CardDescription,Text,,"Select an unoccupied tile or unit. All adjacent units (excluding large heroes) will be knockback by 1 tile. If they collide with another unit or the edge of the chessboard, they will take 2 damage. Units that collide with them will also take 2 damage.",选择一个空格或单位。 与其相邻的所有单位（非大型英雄）都会被击退一格，如果它们与另一单位或棋盘边缘相撞，则会造成2点伤害。 与之碰撞的单位也会受到2点伤害,選擇一個空格或單位。 與其相鄰的所有單位（非大型英雄）都會被擊退一格，如果它們與另一單位或棋盤邊緣相撞，則會造成2點傷害。 與之碰撞的單位也會受到2點傷害,,,,,,,空きマスまたはユニット一体を選択し。それに隣接する全てのユニット（大型以外のヒーロー）は1マスノックバックさせられ、他のユニットまたはチェス盤の端に衝突すると2ダメージを受ける。 衝突したユニットも2ダメージを受ける。,,,
ArtifactEquip25CardName,Text,,Wand of Power,力杖,力杖,,,,,,,力の杖,,,
ArtifactEquip26CardDescription,Text,,"Each time your units take damage, gain Thorn 1 for this turn",你的单位每次受到攻击，本回合获得荆棘1,你的單位每次受到攻擊，本回合獲得荊棘1,,,,,,,あなたのユニットが攻撃を受けるたびに、このターンいばら1を獲得する,,,
ArtifactEquip26CardName,Text,,Thorn Flower,荆棘之花,荊棘之花,,,,,,,いばらの花,,,
ArtifactEquip27CardDescription,Text,,"Whenever an enemy is affected by Burn, follow up with 1 additional Burn",每当有敌人被灼烧时，再追加1点灼烧,每當有敵人被灼燒時，再追加1點灼燒,,,,,,,敵が燃焼されるたびに、さらに燃焼を1追加する,,,
